absentCount,abstainCount,againstCount,forCount,id,result,resultType,subject,voteCount,voteDate,names
36,1,0,405,104349,Не принято,рейтинговое,"1 (первое чтение) О проекте федерального закона № 217278-7 ""О внесении изменений в Трудовой кодекс Российской Федерации"" (о порядке предоставления ежегодного оплачиваемого отпуска работникам, имеющим трех и более детей)",406,06.19.2018,О проекте федерального закона № 217278-7
356,0,0,86,104350,Не принято,рейтинговое,"2 (первое чтение) О проекте федерального закона № 303839-7 ""О внесении изменений в статью 262.1 Трудового кодекса Российской Федерации"" (о порядке предоставления ежегодного оплачиваемого отпуска работникам, имеющим двух и более детей)",86,06.19.2018,О проекте федерального закона № 303839-7
65,1,3,373,104351,Принято,количественное,"(первое чтение) О проекте федерального закона № 438863-7 ""О внесении изменений в Федеральный закон ""Об образовании в Российской Федерации"" (в части изучения родного языка из числа языков народов Российской Федерации и государственных языков республик, находящихся в составе Российской Федерации)",377,06.19.2018,О проекте федерального закона № 438863-7
442,0,0,0,104352,Не принято,количественное,"(первое чтение) О проекте федерального закона № 189686-7 ""О внесении изменений в Градостроительный кодекс Российской Федерации"" (о введении в Градостроительный кодекс Российской Федерации понятия ""агломерация"")",0,06.19.2018,О проекте федерального закона № 189686-7
72,0,0,371,104217,Принято,количественное,(за основу) О проекте порядка работы Государственной Думы на 14 июня 2018 года,371,06.14.2018,О проекте порядка работы Государственной Думы на 14 июня 2018 года
43,0,0,400,104218,Принято,количественное,(в целом) О проекте порядка работы Государственной Думы на 14 июня 2018 года,400,06.14.2018,О проекте порядка работы Государственной Думы на 14 июня 2018 года
53,0,0,390,104219,Принято,количественное,"О проекте постановления Государственной Думы № 483221-7 ""О признании утратившим силу пункта 10 плана проведения ""правительственного часа"" на весеннюю сессию Государственной Думы 2018 года, утвержденного постановлением Государственной Думы Федерального Собрания Российской Федерации ""О плане проведения ""правительственного часа"" на весеннюю сессию Государственной Думы 2018 года""",390,06.14.2018,О проекте постановления Государственной Думы № 483221-7
53,0,0,390,104220,Принято,количественное,"(за основу) О проекте постановления Государственной Думы № 430697-7 ""О парламентских запросах Государственной Думы Федерального Собрания Российской Федерации Генеральному прокурору Российской Федерации Ю.Я.Чайке и Министру внутренних дел Российской Федерации В.А.Колокольцеву ""Об активизации деятельности по выявлению и расследованию случаев преднамеренного и фиктивного банкротства юридических лиц, а также иных неправомерных действий при банкротстве""",390,06.14.2018,О проекте постановления Государственной Думы № 430697-7
45,0,0,398,104221,Принято,количественное,"* (третье чтение) О проекте федерального закона № 300343-7 ""О внесении изменений в Федеральный закон ""Об основах системы профилактики безнадзорности и правонарушений несовершеннолетних"", статьи 22 и 66 Федерального закона ""Об образовании в Российской Федерации"" и о признании утратившими силу отдельных законодательных актов (положений законодательных актов) РСФСР и Российской Федерации"" (в части совершенствования деятельности органов и учреждений, входящих в систему профилактики безнадзорности и правонарушений несовершеннолетних)",398,06.14.2018,О проекте федерального закона № 300343-7
93,0,0,350,104222,Принято,количественное,"(третье чтение) О проекте федерального закона № 435655-7 ""О внесении изменений в статьи 164 и 165 части второй Налогового кодекса Российской Федерации"" (о применении налоговой ставки 0 процентов по налогу на добавленную стоимость субъектами производства драгоценных металлов из лома и отходов)",350,06.14.2018,О проекте федерального закона № 435655-7
49,0,0,394,104223,Принято,количественное,"(третье чтение) О проекте федерального закона № 313717-7 ""О внесении изменений в Гражданский процессуальный кодекс Российской Федерации"" (в части установления общего правового режима для всех городов федерального значения)",394,06.14.2018,О проекте федерального закона № 313717-7
59,0,0,384,104224,Принято,количественное,"* (2 чтение таб. 1 принятые поправки) О проекте федерального закона № 347864-7 ""О внесении изменения в статью 33 Федерального закона ""О политических партиях"" (в части увеличения размера государственного финансирования политических партий, принимавших участие в выборах Президента Российской Федерации)",384,06.14.2018,О проекте федерального закона № 347864-7
35,0,0,408,104225,Принято,количественное,"* (2 чтение) О проекте федерального закона № 347864-7 ""О внесении изменения в статью 33 Федерального закона ""О политических партиях"" (в части увеличения размера государственного финансирования политических партий, принимавших участие в выборах Президента Российской Федерации)",408,06.14.2018,О проекте федерального закона № 347864-7
87,0,0,356,104226,Принято,количественное,"* (2 чтение таб. 1 принятые поправки) О проекте федерального закона № 387044-7 ""О внесении изменения в статью 16 Федерального закона ""О правовом положении иностранных граждан в Российской Федерации"" (в части наделения приглашающей стороны обязанностью принимать меры по обеспечению соблюдения иностранными гражданами и лицами без гражданства заявленной цели въезда в Российскую Федерацию и сроков их пребывания в Российской Федерации)",356,06.14.2018,О проекте федерального закона № 387044-7
125,0,0,318,104227,Принято,количественное,"* (2 чтение таб. 2 отклонённые поправки) О проекте федерального закона № 387044-7 ""О внесении изменения в статью 16 Федерального закона ""О правовом положении иностранных граждан в Российской Федерации"" (в части наделения приглашающей стороны обязанностью принимать меры по обеспечению соблюдения иностранными гражданами и лицами без гражданства заявленной цели въезда в Российскую Федерацию и сроков их пребывания в Российской Федерации)",318,06.14.2018,О проекте федерального закона № 387044-7
38,0,0,405,104228,Принято,количественное,"* (2 чтение) О проекте федерального закона № 387044-7 ""О внесении изменения в статью 16 Федерального закона ""О правовом положении иностранных граждан в Российской Федерации"" (в части наделения приглашающей стороны обязанностью принимать меры по обеспечению соблюдения иностранными гражданами и лицами без гражданства заявленной цели въезда в Российскую Федерацию и сроков их пребывания в Российской Федерации)",405,06.14.2018,О проекте федерального закона № 387044-7
125,0,0,318,104229,Принято,количественное,"* (2 чтение таб. 1 принятые поправки) О проекте федерального закона № 451536-7 ""О внесении изменений в статьи 333(28) и 333(33) части второй Налогового кодекса Российской Федерации"" (в части установления размера государственной пошлины)",318,06.14.2018,О проекте федерального закона № 451536-7
107,0,20,316,104230,Принято,количественное,"* (2 чтение) О проекте федерального закона № 451536-7 ""О внесении изменений в статьи 333(28) и 333(33) части второй Налогового кодекса Российской Федерации"" (в части установления размера государственной пошлины)",336,06.14.2018,О проекте федерального закона № 451536-7
128,1,0,314,104231,Принято,количественное,"* (2 чтение таб. 1 принятые поправки) О проекте федерального закона № 141506-7 ""О внесении изменений в Федеральный закон ""О теплоснабжении"" и Кодекс Российской Федерации об административных правонарушениях"" (в части совершенствования требований к разработке, утверждению и актуализации схем теплоснабжения)",315,06.14.2018,О проекте федерального закона № 141506-7
130,0,0,313,104232,Принято,количественное,"* (2 чтение таб. 2 отклонённые поправки) О проекте федерального закона № 141506-7 ""О внесении изменений в Федеральный закон ""О теплоснабжении"" и Кодекс Российской Федерации об административных правонарушениях"" (в части совершенствования требований к разработке, утверждению и актуализации схем теплоснабжения)",313,06.14.2018,О проекте федерального закона № 141506-7
106,0,0,337,104233,Принято,количественное,"* (2 чтение) О проекте федерального закона № 141506-7 ""О внесении изменений в Федеральный закон ""О теплоснабжении"" и Кодекс Российской Федерации об административных правонарушениях"" (в части совершенствования требований к разработке, утверждению и актуализации схем теплоснабжения)",337,06.14.2018,О проекте федерального закона № 141506-7
103,0,0,340,104234,Принято,количественное,"* (2 чтение таб. 1 принятые поправки) О проекте федерального закона № 313281-7 ""О внесении изменений в Федеральный закон ""О газоснабжении в Российской Федерации"" (в части определения полномочий, прав, обязанностей органов местного самоуправления при организации газоснабжения)",340,06.14.2018,О проекте федерального закона № 313281-7
126,0,0,317,104235,Принято,количественное,"* (2 чтение таб. 2 отклонённые поправки) О проекте федерального закона № 313281-7 ""О внесении изменений в Федеральный закон ""О газоснабжении в Российской Федерации"" (в части определения полномочий, прав, обязанностей органов местного самоуправления при организации газоснабжения)",317,06.14.2018,О проекте федерального закона № 313281-7
110,0,0,333,104236,Принято,количественное,"* (2 чтение) О проекте федерального закона № 313281-7 ""О внесении изменений в Федеральный закон ""О газоснабжении в Российской Федерации"" (в части определения полномочий, прав, обязанностей органов местного самоуправления при организации газоснабжения)",333,06.14.2018,О проекте федерального закона № 313281-7
130,0,0,313,104237,Принято,количественное,"* (2 чтение таб. 1 принятые поправки) О проекте федерального закона № 1158419-6 ""О внесении изменений в Федеральный закон ""Об энергосбережении и о повышении энергетической эффективности и о внесении изменений в отдельные законодательные акты Российской Федерации"" и статью 9.16 Кодекса Российской Федерации об административных правонарушениях"" (в части корректировки требований по ежегодному снижению совокупного потребления энергетических ресурсов организациями бюджетной сферы с учетом их фактического потенциала энергосбережения)",313,06.14.2018,О проекте федерального закона № 1158419-6
130,0,0,313,104238,Принято,количественное,"* (2 чтение таб. 2 отклонённые поправки) О проекте федерального закона № 1158419-6 ""О внесении изменений в Федеральный закон ""Об энергосбережении и о повышении энергетической эффективности и о внесении изменений в отдельные законодательные акты Российской Федерации"" и статью 9.16 Кодекса Российской Федерации об административных правонарушениях"" (в части корректировки требований по ежегодному снижению совокупного потребления энергетических ресурсов организациями бюджетной сферы с учетом их фактического потенциала энергосбережения)",313,06.14.2018,О проекте федерального закона № 1158419-6
107,0,0,336,104239,Принято,количественное,"* (2 чтение) О проекте федерального закона № 1158419-6 ""О внесении изменений в Федеральный закон ""Об энергосбережении и о повышении энергетической эффективности и о внесении изменений в отдельные законодательные акты Российской Федерации"" и статью 9.16 Кодекса Российской Федерации об административных правонарушениях"" (в части корректировки требований по ежегодному снижению совокупного потребления энергетических ресурсов организациями бюджетной сферы с учетом их фактического потенциала энергосбережения)",336,06.14.2018,О проекте федерального закона № 1158419-6
127,1,0,315,104240,Принято,количественное,"* (2 чтение таб. 1 принятые поправки) О проекте федерального закона № 325332-7 ""О внесении изменений в Федеральный закон ""О рекламе"" (в части уточнения порядка проведения проверок в сфере рекламы)",316,06.14.2018,О проекте федерального закона № 325332-7
108,0,20,315,104241,Принято,количественное,"* (2 чтение) О проекте федерального закона № 325332-7 ""О внесении изменений в Федеральный закон ""О рекламе"" (в части уточнения порядка проведения проверок в сфере рекламы)",335,06.14.2018,О проекте федерального закона № 325332-7
108,0,0,335,104242,Принято,количественное,"* (2 чтение таб. 1 принятые поправки) О проекте федерального закона № 387276-7 ""О внесении изменения в статью 18.9 Кодекса Российской Федерации об административных правонарушениях"" (об ответственности приглашающей стороны за непринятие мер по контролю соблюдения иностранными гражданами и лицами без гражданства заявленной цели въезда и сроков пребывания в Российской Федерации)",335,06.14.2018,О проекте федерального закона № 387276-7
101,0,0,342,104243,Принято,количественное,"* (2 чтение таб. 2 отклонённые поправки) О проекте федерального закона № 387276-7 ""О внесении изменения в статью 18.9 Кодекса Российской Федерации об административных правонарушениях"" (об ответственности приглашающей стороны за непринятие мер по контролю соблюдения иностранными гражданами и лицами без гражданства заявленной цели въезда и сроков пребывания в Российской Федерации)",342,06.14.2018,О проекте федерального закона № 387276-7
69,0,0,374,104244,Принято,количественное,"* (2 чтение) О проекте федерального закона № 387276-7 ""О внесении изменения в статью 18.9 Кодекса Российской Федерации об административных правонарушениях"" (об ответственности приглашающей стороны за непринятие мер по контролю соблюдения иностранными гражданами и лицами без гражданства заявленной цели въезда и сроков пребывания в Российской Федерации)",374,06.14.2018,О проекте федерального закона № 387276-7
107,0,0,336,104245,Принято,количественное,"* (2 чтение таб. 1 принятые поправки) О проекте федерального закона № 152717-7 ""О внесении изменений в статью 19 Федерального закона ""О рекламе"" (в части выдачи разрешений на установку и эксплуатацию рекламных конструкций)",336,06.14.2018,О проекте федерального закона № 152717-7
49,0,0,394,104246,Принято,количественное,"* (2 чтение) О проекте федерального закона № 152717-7 ""О внесении изменений в статью 19 Федерального закона ""О рекламе"" (в части выдачи разрешений на установку и эксплуатацию рекламных конструкций)",394,06.14.2018,О проекте федерального закона № 152717-7
126,0,0,317,104247,Принято,количественное,"(2 чтение таб. 1 принятые поправки) О проекте федерального закона № 231602-7 ""О признании утратившими силу отдельных положений статьи 9 Федерального закона ""О внесении изменений в Федеральный закон ""Об особых экономических зонах в Российской Федерации"" и отдельные законодательные акты Российской Федерации"" (о предоставлении возможности продления срока существования особых экономических зон)",317,06.14.2018,О проекте федерального закона № 231602-7
129,0,0,314,104248,Принято,количественное,"(2 чтение таб. 2 отклонённые поправки) О проекте федерального закона № 231602-7 ""О признании утратившими силу отдельных положений статьи 9 Федерального закона ""О внесении изменений в Федеральный закон ""Об особых экономических зонах в Российской Федерации"" и отдельные законодательные акты Российской Федерации"" (о предоставлении возможности продления срока существования особых экономических зон)",314,06.14.2018,О проекте федерального закона № 231602-7
107,0,0,336,104249,Принято,количественное,"(2 чтение) О проекте федерального закона № 231602-7 ""О признании утратившими силу отдельных положений статьи 9 Федерального закона ""О внесении изменений в Федеральный закон ""Об особых экономических зонах в Российской Федерации"" и отдельные законодательные акты Российской Федерации"" (о предоставлении возможности продления срока существования особых экономических зон)",336,06.14.2018,О проекте федерального закона № 231602-7
84,0,0,359,104250,Принято,количественное,"(второе чтение) О проекте федерального закона № 351526-7 ""О внесении изменения в статью 68 Федерального закона ""Об общих принципах организации местного самоуправления в Российской Федерации"" (в части уточнения формы акционерных обществ в соответствии с действующим гражданским законодательством)",359,06.14.2018,О проекте федерального закона № 351526-7
131,2,0,310,104251,Принято,количественное,"(к отклонению) О проекте федерального закона № 259853-6 ""О внесении изменений в статью 4 Закона Российской Федерации ""О средствах массовой информации"" и в статью 13.15 Кодекса Российской Федерации об административных правонарушениях"" (в части недопустимости злоупотребления свободой массовой информации при размещении в средствах массовой информации объявлений об оказании услуг сексуального характера) (принят в 1 чтении 02.07.13)",312,06.14.2018,О проекте федерального закона № 259853-6
130,0,0,313,104252,Принято,количественное,"(к отклонению) О проекте федерального закона № 472515-6 ""О государственном регулировании деятельности по перевозке пассажиров и багажа легковым такси в Российской Федерации и внесении изменений в отдельные законодательные акты Российской Федерации"" (принят в 1 чтении 16.09.14)",313,06.14.2018,О проекте федерального закона № 472515-6
108,0,21,314,104253,Принято,количественное,"(к отклонению) О проекте федерального закона № 813736-6 ""О внесении изменения в статью 17.1 Федерального закона ""О защите конкуренции"" (об особенностях заключения договоров аренды в отношении государственного или муниципального имущества организаций культуры) (принят в 1 чтении 14.06.16)",335,06.14.2018,О проекте федерального закона № 813736-6
107,0,21,315,104254,Принято,количественное,"(к отклонению) О проекте федерального закона № 32913-7 ""О внесении изменений в Федеральный закон ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд"" (в части антидемпинговых мер при проведении конкурса и аукциона) (принят в 1 чтении 10.02.17)",336,06.14.2018,О проекте федерального закона № 32913-7
42,0,0,401,104256,Принято,количественное,"* (первое чтение) О проекте федерального закона № 441849-7 ""О внесении изменений в Федеральный закон ""О некоммерческих организациях"" (в части совершенствования правового регулирования деятельности структурных подразделений иностранных некоммерческих неправительственных организаций)""",401,06.14.2018,О проекте федерального закона № 441849-7
43,0,0,400,104257,Принято,количественное,"* (первое чтение) О проекте федерального закона № 441856-7 ""О внесении изменений в Налоговый кодекс Российской Федерации (в части учета в налоговых органах структурных подразделений международных организаций и иностранных некоммерческих неправительственных организаций, представительств иностранных религиозных организаций)""",400,06.14.2018,О проекте федерального закона № 441856-7
116,1,14,312,104258,Принято,количественное,"* (первое чтение) О проекте федерального закона № 377753-7 ""О внесении изменений в статью 21 Федерального закона ""О рекламе"" (в части регулирования распространения рекламы винодельческой продукции)",327,06.14.2018,О проекте федерального закона № 377753-7
50,0,52,341,104259,Принято,количественное,"* (первое чтение) О проекте федерального закона № 276436-7 ""О внесении изменений в Федеральный закон ""Об ипотеке (залоге недвижимости)"" в части совершенствования залога земельных участков из земель сельскохозяйственного назначения и признании утратившими силу отдельных положений законодательных актов Российской Федерации""",393,06.14.2018,О проекте федерального закона № 276436-7
66,1,0,376,104260,Принято,количественное,"* (первое чтение) О проекте федерального закона № 426524-7 ""О внесении изменений в Федеральный закон ""О морских портах в Российской Федерации и о внесении изменений в отдельные законодательные акты Российской Федерации"" (в части установления цен за услуги, оказываемые в морских портах Российской Федерации, в рублях)""",377,06.14.2018,О проекте федерального закона № 426524-7
129,0,0,314,104261,Принято,количественное,"* (первое чтение) О проекте федерального закона № 449359-7 ""О внесении изменений в Федеральный закон ""Об инновационном центре ""Сколково"" и иные законодательные акты Российской Федерации"" (в части снятия существующих территориальных ограничений и совершенствования правового регулирования деятельности по созданию и развитию инновационного центра ""Сколково"")",314,06.14.2018,О проекте федерального закона № 449359-7
104,0,1,338,104262,Принято,количественное,"* (первое чтение) О проекте федерального закона № 412455-7 ""О внесении изменений в Кодекс Российской Федерации об административных правонарушениях в части ужесточения ответственности за нарушения использования зоны санитарной охраны источников питьевого и хозяйственно-бытового водоснабжения""",339,06.14.2018,О проекте федерального закона № 412455-7
39,0,0,404,104263,Принято,количественное,"* (первое чтение) О проекте федерального закона № 448929-7 ""О внесении изменения в статью 15(1) Федерального закона ""О статусе военнослужащих"" (о предоставлении военнослужащим - преподавателям учебных военных центров при государственных образовательных организациях высшего образования дополнительной жилой площади)",404,06.14.2018,О проекте федерального закона № 448929-7
438,1,0,4,104264,Не принято,количественное,"(первое чтение) О проекте федерального закона № 1027801-6 ""О внесении изменений в статью 6.18 Кодекса Российской Федерации об административных правонарушениях"" (об уточнении состава административного правонарушения в части использования в отношении спортсменов субстанций и (или) методов, запрещенных для использования в спорте)",5,06.14.2018,О проекте федерального закона № 1027801-6
438,1,0,4,104265,Не принято,количественное,"(первое чтение) О проекте федерального закона № 465949-6 ""О внесении изменений в Федеральный закон ""О защите конкуренции"" (об определении аффилированных лиц и признании утратившим силу Закона РСФСР № 948-I от 22 марта 1991 года)",5,06.14.2018,О проекте федерального закона № 465949-6
382,1,0,60,104266,Не принято,количественное,"(первое чтение) О проекте федерального закона № 391-7 ""О внесении изменений в Федеральный закон ""Об основных гарантиях избирательных прав и права на участие в референдуме граждан Российской Федерации"" в части отмены досрочного голосования и голосования по открепительным удостоверениям""",61,06.14.2018,О проекте федерального закона № 391-7
441,1,0,1,104267,Не принято,количественное,"(первое чтение) О проекте федерального закона № 410670-7 ""О внесении изменения в статью 1 Федерального закона ""Об общем числе мировых судей и количестве судебных участков в субъектах Российской Федерации"" (об увеличении численности мировых судей (судебных участков) в Республике Бурятия)",2,06.14.2018,О проекте федерального закона № 410670-7
405,1,0,37,104268,Не принято,количественное,"(первое чтение) О проекте федерального закона № 1001159-6 ""О внесении изменений в статьи 38 и 39 Уголовно-процессуального кодекса Российской Федерации"" (об уточнении процессуальных полномочий руководителя следственного органа)",38,06.14.2018,О проекте федерального закона № 1001159-6
419,1,0,23,104269,Не принято,количественное,"(первое чтение) О проекте федерального закона № 323212-7 ""О внесении изменений в Федеральный закон от 02.06.2016 № 172-ФЗ ""О внесении изменений в отдельные законодательные акты Российской Федерации"" (в части уточнения срока сдачи квалификационного экзамена в области оценочной деятельности)",24,06.14.2018,О проекте федерального закона № 323212-7
441,1,0,1,104270,Не принято,количественное,"(первое чтение) О проекте федерального закона № 1101772-6 ""О внесении изменения в Федеральный закон ""Об общих принципах организации местного самоуправления в Российской Федерации"" (в части формирования и деятельности общественных палат (советов) муниципальных образований)",2,06.14.2018,О проекте федерального закона № 1101772-6
399,0,0,44,104271,Не принято,количественное,"(первое чтение) О проекте федерального закона № 717570-6 ""О внесении изменений в Федеральный закон ""Об общих принципах организации местного самоуправления в Российской Федерации"" в части отнесения обеспечения деятельности общественных палат (советов) муниципальных образований к вопросам местного значения""",44,06.14.2018,О проекте федерального закона № 717570-6
335,0,2,106,104272,Не принято,количественное,Протокольное поручение депутата Нилова О.А. и др.,108,06.14.2018,Протокольное поручение депутата Нилова О.А. и др.
63,0,0,382,104187,Принято,количественное,(за основу) О проекте порядка работы Государственной Думы на 13 июня 2018 года,382,06.13.2018,О проекте порядка работы Государственной Думы на 13 июня 2018 года
68,0,7,370,104188,Принято,количественное,(в целом) О проекте порядка работы Государственной Думы на 13 июня 2018 года,377,06.13.2018,О проекте порядка работы Государственной Думы на 13 июня 2018 года
87,0,5,353,104189,Принято,количественное,"О проекте постановления Государственной Думы № 483183-7 ""О внесении изменений в постановление Государственной Думы Федерального Собрания Российской Федерации ""О распорядке работы депутатов Государственной Думы на период с 9 января по 29 июля 2018 года (весенняя сессия)""",358,06.13.2018,О проекте постановления Государственной Думы № 483183-7
37,0,0,408,104190,Принято,количественное,"О проекте постановления Государственной Думы № 483249-7 ""О распорядке работы депутатов Государственной Думы на период с 27 августа по 31 декабря 2018 года (осенняя сессия)""",408,06.13.2018,О проекте постановления Государственной Думы № 483249-7
38,0,2,405,104191,Принято,количественное,"О проекте постановления Государственной Думы № 484278-7 ""О досрочном прекращении полномочий депутата Государственной Думы Федерального Собрания Российской Федерации Абрамова Ивана Николаевича""",407,06.13.2018,О проекте постановления Государственной Думы № 484278-7
43,0,0,402,104192,Принято,количественное,"О проекте постановления Государственной Думы № 484295-7 ""О досрочном прекращении полномочий депутата Государственной Думы Федерального Собрания Российской Федерации Колесниковой Надежды Борисовны""",402,06.13.2018,О проекте постановления Государственной Думы № 484295-7
129,0,0,316,104193,Принято,количественное,"(2 чтение таб. 1 принятые поправки) О проекте федерального закона № 435655-7 ""О внесении изменений в статьи 164 и 165 части второй Налогового кодекса Российской Федерации"" (о применении налоговой ставки 0 процентов по налогу на добавленную стоимость субъектами производства драгоценных металлов из лома и отходов)",316,06.13.2018,О проекте федерального закона № 435655-7
125,0,0,320,104194,Принято,количественное,"(2 чтение таб. 2 отклонённые поправки) О проекте федерального закона № 435655-7 ""О внесении изменений в статьи 164 и 165 части второй Налогового кодекса Российской Федерации"" (о применении налоговой ставки 0 процентов по налогу на добавленную стоимость субъектами производства драгоценных металлов из лома и отходов)",320,06.13.2018,О проекте федерального закона № 435655-7
125,0,0,320,104195,Принято,количественное,"(2 чтение) О проекте федерального закона № 435655-7 ""О внесении изменений в статьи 164 и 165 части второй Налогового кодекса Российской Федерации"" (о применении налоговой ставки 0 процентов по налогу на добавленную стоимость субъектами производства драгоценных металлов из лома и отходов)",320,06.13.2018,О проекте федерального закона № 435655-7
111,1,24,309,104196,Принято,количественное,"(к отклонению) О проекте федерального закона № 412831-6 ""О внесении изменений в статью 25(11) Федерального закона ""О порядке выезда из Российской Федерации и въезда в Российскую Федерацию"" (об установлении возможности безвизового въезда и пребывания в Российской Федерации без виз в течение 72 часов для граждан отдельных иностранных государств, прибывающих в Российскую Федерацию на спортивных парусных и прогулочных судах через определенные пункты пропуска через Государственную границу Российской Федерации) (принят в 1 чтении 28.02.14)",334,06.13.2018,О проекте федерального закона № 412831-6
127,0,0,318,104197,Принято,количественное,"(к отклонению) О проекте федерального закона № 118658-6 ""О внесении изменений в Федеральный закон ""О навигационной деятельности"" и Кодекс Российской Федерации об административных правонарушениях"" (об обязательном оборудовании транспортных средств, осуществляющих перевозки пассажиров, опасных, тяжеловесных и (или) крупногабаритных грузов средствами навигации, функционирование которых обеспечивается российскими навигационными системами) (принят в 1 чтении 19.12.12)",318,06.13.2018,О проекте федерального закона № 118658-6
105,0,0,340,104198,Принято,количественное,"(к отклонению) О проекте федерального закона № 411356-4 ""О внесении изменения в статью 19 Закона Российской Федерации ""О статусе судей в Российской Федерации"" (о порядке обеспечения судей, нуждающихся в улучшении жилищных условий, отдельными жилыми помещениями) (принят в 1 чтении 14.03.08)",340,06.13.2018,О проекте федерального закона № 411356-4
100,0,26,319,104199,Принято,количественное,"(к отклонению) О проекте федерального закона № 632474-6 ""О внесении изменений в часть 3 статьи 195 Уголовно-процессуального кодекса Российской Федерации"" (об уточнении порядка ознакомления обвиняемого (подозреваемого) и его защитника с постановлением о назначении судебной экспертизы) (принят в 1 чтении 09.11.16)",345,06.13.2018,О проекте федерального закона № 632474-6
49,1,19,376,104200,Принято,количественное,"(к отклонению) О проекте федерального закона № 771893-6 ""О внесении изменений в отдельные законодательные акты Российской Федерации"" (в части установления уголовной ответственности за мелкое хищение, совершенное неоднократно) (принят в 1 чтении 22.09.15)",396,06.13.2018,О проекте федерального закона № 771893-6
74,1,20,350,104201,Принято,количественное,"(первое чтение) О проекте федерального закона № 1051634-6 ""О внесении изменений в Федеральный закон ""Об автомобильных дорогах и о дорожной деятельности в Российской Федерации и о внесении изменений в отдельные законодательные акты Российской Федерации"" (о передвижении тяжеловесных и крупногабаритных транспортных средств, осуществляющих перевозку грузов, не являющихся неделимыми)",371,06.13.2018,О проекте федерального закона № 1051634-6
95,1,0,349,104202,Принято,количественное,"(первое чтение) О проекте федерального закона № 339044-7 ""О внесении изменений в статью 7 Федерального закона ""О защите прав и законных интересов физических лиц при осуществлении деятельности по возврату просроченной задолженности и о внесении изменений в Федеральный закон ""О микрофинансовой деятельности и микрофинансовых организациях"" (в части информирования операторами связи абонентов о наличии задолженности за оказанные услуги связи)",350,06.13.2018,О проекте федерального закона № 339044-7
72,2,21,348,104204,Принято,количественное,"(первое чтение) О проекте федерального закона № 383208-7 ""О внесении изменений в Гражданский процессуальный кодекс Российской Федерации, Арбитражный процессуальный кодекс Российской Федерации, Кодекс административного судопроизводства Российской Федерации и отдельные законодательные акты Российской Федерации"" (о реформе процессуального законодательства)",371,06.13.2018,О проекте федерального закона № 383208-7
71,1,1,370,104205,Принято,количественное,"(первое чтение) О проекте федерального закона № 421600-7 ""О внесении изменений в отдельные законодательные акты Российской Федерации в связи с совершенствованием примирительных процедур""",372,06.13.2018,О проекте федерального закона № 421600-7
72,1,1,369,104206,Принято,количественное,"(первое чтение) О проекте федерального конституционного закона № 421476-7 ""О внесении изменений в Федеральный конституционный закон ""О Верховном Суде Российской Федерации"" в связи с совершенствованием примирительных процедур"" (по вопросу уточнения полномочий Пленума Верховного Суда Российской Федерации в части примирительных процедур)",371,06.13.2018,О проекте федерального конституционного закона № 421476-7
70,1,1,371,104207,Принято,количественное,"(первое чтение) О проекте федерального закона № 421494-7 ""О внесении изменений в часть вторую Налогового кодекса Российской Федерации в связи с совершенствованием примирительных процедур"" (о возврате государственной пошлины)",373,06.13.2018,О проекте федерального закона № 421494-7
103,3,1,336,104208,Принято,количественное,"(первое чтение) О проекте федерального закона № 384817-7 ""О внесении изменений в статью 19 Федерального закона ""О валютном регулировании и валютном контроле"" (об уточнении случаев освобождения резидентов от репатриации иностранной валюты и валюты Российской Федерации)",340,06.13.2018,О проекте федерального закона № 384817-7
347,1,0,95,104209,Не принято,количественное,"(первое чтение) О проекте федерального закона № 283027-7 ""О внесении изменений в Федеральный закон ""Об основах охраны здоровья граждан в Российской Федерации"" (в части лечения редких (орфанных) заболеваний)",96,06.13.2018,О проекте федерального закона № 283027-7
347,1,0,95,104210,Не принято,рейтинговое,"1 (первое чтение) О проекте федерального закона № 230417-7 ""О внесении изменений в Федеральный закон от 23.11.2009 № 261-ФЗ (редакция от 03.07.2016) ""Об энергосбережении и о повышении энергетической эффективности и о внесении изменений в отдельные законодательные акты Российской Федерации"" и Жилищный кодекс Российской Федерации"" (в части переноса обязанности по установке и эксплуатации приборов учета энергетических ресурсов на организации, которые осуществляют снабжение водой, природным газом, тепловой энергией, электрической энергией и отмены применения повышающего коэффициента к нормативу потребления соответствующего вида коммунальной услуги)",96,06.13.2018,О проекте федерального закона № 230417-7
371,1,0,71,104211,Не принято,рейтинговое,"2 (первое чтение) О проекте федерального закона № 48506-7 ""О внесении изменений в статью 13 Федерального закона ""Об энергосбережении и о повышении энергетической эффективности и о внесении изменений в отдельные законодательные акты Российской Федерации"" и статью 9.16 Кодекса Российской Федерации об административных правонарушениях"" (в части возложения обязанности по установке приборов учета используемых энергетических ресурсов на организации, которые осуществляют снабжение водой, природным газом, тепловой энергией, электрической энергией)",72,06.13.2018,О проекте федерального закона № 48506-7
